Distance,CP20/40,CP20/50,CP20/60,CP20/80,CP20/100,CP20/120,CP20/140,CP20/160,CP20/180,CP25/40,CP25/50,CP25/60,CP25/80,CP25/100,CP25/120,CP25/140,CP25/160,CP25/180,FH5.18/60,FH5.18/90,FH5.18/120,FH5.18/150,FH5.18/180,TP25/80,TP25/100,TP25/120,TP25/140,TP25/160,TP25/180,TP20/80,TP20/100,TP20/120,TP20/140,TP20/160,TP20/180,TP15/80,TP15/100,TP15/120,TP15/140,TP15/160,TP15/180,TP17/80,TP17/100,TP17/120,TP17/140,TP17/160,TP17/180,SP6548,SP6554,SP6560,SP6648,SP6654,SP6660,RV2.25/120,RV2.25/150,RV2.25/170,RV2.25/180,RH2.21/120,RH2.21/150,RH2.21/170,RH2.21/180,FH8.20/60,FH8.20/90,FH8.20/120,FH8.20/150,FH8.20/180,FH8.23/60,FH8.23/90,FH8.23/120,FH8.23/150,FH8.23/180,FH8.21/60,FH8.21/90,FH8.21/120,FH8.21/150,FH8.21/180,,
603,0.141470568,0.218319577,0.291181736,0.336105908,0.425025737,0.501624723,0.529699132,0.541894919,0.544187083,0.214428974,0.334337869,0.451152041,0.512391565,0.654891155,0.790207359,0.841657011,0.86991066,0.87452222,0.051484138,0.073881888,0.090738956,0.093366376,0.104072596,0.293676052,0.447420413,0.466522648,0.559446495,0.471036756,0.622622814,0.152005094,-0.029257615,0.27038256,-0.014535226,-0.03115909,0.326450366,0.144463455,0.173642054,0.193498774,0.208189074,0.249867092,0.232873797,0.043890091,0.062498334,0.069489814,0.075148083,0.083256261,0.086164598,0.957628989,0.995892204,1.016236357,1.721646729,1.802366063,1.84979994,0.363961662,0.44525552,0.53116843,0.470077889,0.040561223,0.048912611,0.060691754,0.055397435,0.074846723,0.105364345,0.132101706,0.145045131,0.155878891,0.177757657,0.254500688,0.300655164,0.355227385,0.380913363,0.123143659,0.209406328,0.217457037,0.241765237,0.3378139,,
604,0.140197883,0.21642793,0.28874905,0.333353061,0.421726213,0.497980945,0.525996931,0.538219728,0.540576952,0.212581735,0.33155601,0.447533274,0.5083595,0.650007528,0.784587035,0.835793462,0.864013848,0.868854598,0.050987273,0.071654232,0.088431274,0.090282027,0.100718051,0.308510114,0.443783943,0.475233166,0.555029549,0.503384792,0.617965865,0.13952033,-0.024038389,0.268230571,-0.00743457,-0.024520973,0.323967948,0.143170522,0.172092315,0.191164425,0.205375552,0.249608508,0.230270088,0.043452178,0.061903545,0.068847764,0.074469788,0.082523508,0.085410809,0.950933533,0.989076973,1.009357466,1.709985417,1.790456327,1.837882352,0.364038549,0.441500516,0.537211912,0.466428029,0.040509747,0.048381727,0.061194189,0.054816345,0.074141556,0.104374324,0.131007852,0.14374347,0.14697578,0.176281646,0.252351275,0.30014909,0.35237869,0.377921776,0.122046314,0.206838618,0.215772303,0.239714676,0.334791606,,
605,0.138918243,0.214526525,0.286304278,0.33058885,0.418414978,0.494326899,0.522284712,0.53453776,0.536960988,0.210724784,0.32875947,0.443895603,0.504308568,0.645102631,0.778960775,0.829987339,0.858184828,0.863255132,0.050496945,0.069082707,0.085726506,0.087143382,0.097611808,0.327522889,0.44017563,0.48272076,0.550645588,0.533470067,0.613363099,0.127338672,-0.018187552,0.26610924,0.000512444,-0.016574825,0.321509665,0.141886941,0.170553049,0.188793311,0.202505243,0.248748995,0.22762757,0.043007618,0.061306944,0.068194028,0.073780165,0.081781727,0.08464038,0.943799315,0.981829338,1.002302151,1.69857238,1.778745475,1.826114524,0.365343222,0.437781164,0.542967931,0.46281021,0.040602301,0.047857167,0.061662058,0.054242525,0.073442176,0.103391525,0.129879075,0.142451762,0.137676605,0.174815314,0.25021725,0.29955494,0.349547859,0.374950027,0.120956584,0.204152052,0.214062641,0.237678029,0.331289814,,
606,0.137631793,0.212615152,0.283847656,0.327812565,0.415090125,0.490659859,0.518563962,0.530847224,0.533339401,0.208857604,0.325947654,0.44023876,0.500239154,0.640178089,0.773331173,0.82423916,0.85242235,0.857723459,0.050012765,0.066708299,0.08261247,0.083997749,0.09611034,0.344826659,0.4365947,0.489034433,0.546294898,0.560831889,0.608790251,0.115493788,-0.011749929,0.264019136,0.009235669,-0.007419856,0.319075325,0.140612967,0.1690242,0.186384783,0.199574803,0.247245946,0.224945343,0.042599503,0.060752297,0.067587329,0.073150897,0.081106554,0.083943026,0.936668094,0.974591534,0.995077665,1.687068571,1.766981122,1.814721074,0.363692965,0.434096248,0.548269709,0.459224229,0.040346263,0.047338736,0.062077554,0.053675057,0.072748318,0.102416628,0.128716312,0.141169036,0.127994892,0.173358255,0.24809847,0.298872984,0.346737157,0.371998047,0.119874975,0.201353744,0.21232994,0.235655604,0.327337728,,
607,0.136338981,0.210694779,0.281379811,0.325024485,0.41175251,0.486982397,0.514833577,0.527150193,0.529712253,0.206980013,0.323120881,0.436563699,0.496151026,0.635232339,0.767696004,0.818546978,0.846726799,0.852259126,0.049535199,0.064648,0.080760368,0.080893813,0.09457631,0.360458868,0.433039968,0.494226621,0.541976128,0.58553075,0.604246529,0.104017809,-0.004771808,0.261959567,0.018663583,0.002843573,0.316662873,0.139347088,0.167505421,0.18393713,0.196582335,0.245055779,0.222222622,0.042177397,0.06018464,0.066970161,0.072503189,0.080401322,0.083228036,0.929706577,0.967576737,0.988006663,1.675631305,1.75532007,1.802921149,0.36043021,0.430446498,0.552958466,0.45567042,0.039901906,0.046826506,0.062423266,0.053114396,0.072060597,0.101449107,0.127521204,0.139895829,0.117942362,0.171910752,0.24599449,0.298103971,0.343944599,0.369065699,0.11880089,0.198449745,0.210574308,0.233646201,0.322963649,,
608,0.135053071,0.208784342,0.278926467,0.322253832,0.408438503,0.483333787,0.511136142,0.52348865,0.526123081,0.205111683,0.320308548,0.432908462,0.492086849,0.630318981,0.762057131,0.812941391,0.841126654,0.846885902,0.049063834,0.062731034,0.07943322,0.077883608,0.093028951,0.374458302,0.42951336,0.498347379,0.537690248,0.607629495,0.599732386,0.092941453,0.00270016,0.259930226,0.02872293,0.014113545,0.314272593,0.13809043,0.165996637,0.181448633,0.193526254,0.242138598,0.219456249,0.041758753,0.059620448,0.066357861,0.07185735,0.079697521,0.082515338,0.922948496,0.960802055,0.981276446,1.664387231,1.743863724,1.791283189,0.357197723,0.426830629,0.556879582,0.452147999,0.039463484,0.046320119,0.062682936,0.052560633,0.071378546,0.100489388,0.126294633,0.138632104,0.107530706,0.170473111,0.2439052,0.297248196,0.341170994,0.366152881,0.117735103,0.195446865,0.208796917,0.231650844,0.318194349,,
609,0.133797784,0.206919125,0.276531572,0.319551966,0.405210744,0.479786946,0.507547847,0.519942638,0.522654074,0.203286398,0.317560766,0.429338531,0.488121855,0.625530739,0.756613302,0.807514679,0.835702508,0.841668098,0.048598657,0.060958815,0.078091098,0.075021081,0.091489536,0.386866496,0.426012562,0.501446425,0.533435837,0.627192943,0.595248355,0.082292298,0.010617913,0.257930493,0.039341701,0.026286655,0.311904341,0.136841472,0.164497508,0.178917686,0.190404066,0.238453229,0.216645843,0.041340807,0.059057759,0.065747996,0.071210651,0.078992462,0.081800341,0.916394157,0.95420112,0.974615967,1.652988905,1.732260268,1.779708522,0.353996098,0.423249982,0.556231095,0.448656799,0.039030789,0.045819677,0.0624396,0.052013366,0.070702308,0.099537156,0.125038219,0.137377762,0.096769095,0.169044901,0.241830162,0.296307298,0.338416209,0.363259005,0.116676475,0.192350198,0.206997861,0.2296691,0.313057202,,
610,0.132540863,0.20505193,0.27413579,0.316850347,0.40198461,0.476245232,0.503968717,0.516408232,0.519197934,0.20145848,0.314810053,0.42576569,0.484155138,0.620743598,0.751215363,0.80214284,0.830344588,0.83651375,0.04813959,0.059334316,0.076751078,0.072363554,0.089979331,0.397725874,0.42253844,0.503574956,0.529213306,0.644289801,0.590792921,0.072095976,0.018933858,0.255928698,0.050444671,0.039257683,0.309557037,0.135601072,0.16300765,0.176342978,0.187213842,0.233960186,0.213789115,0.040928756,0.058495843,0.065141522,0.070563264,0.078294929,0.081091207,0.909666022,0.947394908,0.967701132,1.641766009,1.720877098,1.768343268,0.34681857,0.419702741,0.528666673,0.445198154,0.038180817,0.045324978,0.059245358,0.051473851,0.07003163,0.098592627,0.123752516,0.136132766,0.085666149,0.167626119,0.239770424,0.295281157,0.335680211,0.360384426,0.115625759,0.189166858,0.205179295,0.227700517,0.307578492,,
611,0.131296601,0.203202564,0.271762824,0.314174559,0.398789597,0.47273771,0.500424819,0.512908801,0.515778211,0.199647132,0.312083653,0.422223891,0.480225102,0.616000202,0.745845784,0.796827067,0.825052457,0.83142419,0.047686764,0.057860901,0.075431093,0.069971507,0.088520944,0.407079543,0.41909087,0.504781987,0.525022471,0.658989492,0.586366578,0.069598103,0.027598744,0.2539197,0.061958075,0.052920611,0.307229133,0.134368053,0.161527041,0.173722894,0.183954147,0.228620757,0.210884517,0.040563147,0.057993108,0.064596977,0.06997992,0.077671986,0.080445534,0.902983153,0.940624,0.960898393,1.630652444,1.709604031,1.75699591,0.339864855,0.414648644,0.502410332,0.441775663,0.03735895,0.0446782,0.056203509,0.050944909,0.069366716,0.097655747,0.122438836,0.134897059,0.074229492,0.166216996,0.237725515,0.294170162,0.33296237,0.357529529,0.114582386,0.185901671,0.203340613,0.225745751,0.301783451,,
612,0.130069058,0.20137638,0.269417816,0.311531835,0.395632093,0.469270892,0.496922118,0.509451038,0.5123979,0.19785761,0.309388549,0.418722873,0.476340209,0.611309144,0.740555417,0.791534615,0.81979607,0.82636775,0.047239981,0.056543368,0.074149636,0.067909886,0.087137433,0.414972092,0.415668582,0.505117248,0.520863069,0.671362089,0.58196981,0.073623319,0.036563928,0.251928009,0.073806417,0.067168798,0.304921889,0.133142361,0.160055923,0.171055802,0.180621694,0.222397137,0.207930959,0.040170434,0.057463466,0.064021894,0.069367625,0.077006029,0.079749054,0.896338636,0.93388316,0.954186552,1.61966657,1.698436291,1.745772551,0.333681712,0.409252692,0.478301902,0.438377811,0.036623413,0.044,0.053407168,0.050423697,0.06870748,0.096726448,0.121098491,0.133670561,0.062464624,0.164817176,0.235694559,0.292975511,0.330263548,0.354693724,0.11354683,0.182560816,0.201483614,0.223804349,0.295697403,,
613,0.128840102,0.199549267,0.267073095,0.308889118,0.39247828,0.465810068,0.493427946,0.506004013,0.509030679,0.196066213,0.306691135,0.415219533,0.472454605,0.606620621,0.735328653,0.785941914,0.814261389,0.821030496,0.046799761,0.055387541,0.072926017,0.066173508,0.085852825,0.421449326,0.412271983,0.504629373,0.516734875,0.681480807,0.577602464,0.078103792,0.04577927,0.249953117,0.085914298,0.08189435,0.302633769,0.131923961,0.158593062,0.168340479,0.177215363,0.215251543,0.204926533,0.039765019,0.056920853,0.063432145,0.068730277,0.07632375,0.079050925,0.889779529,0.927134152,0.947548274,1.608764063,1.687328505,1.734642063,0.328323151,0.403922789,0.457043341,0.434946071,0.035979411,0.043336084,0.050938872,0.049908032,0.068053897,0.095804439,0.119732522,0.132453506,0.050376126,0.163426609,0.23367827,0.291697149,0.327582688,0.35187643,0.112518757,0.179149992,0.19960798,0.221876612,0.289343447,,
614,0.127598582,0.197708472,0.264725077,0.306258571,0.389367845,0.46244113,0.49006164,0.502711906,0.505840555,0.194254736,0.303973963,0.411707741,0.468586338,0.601993539,0.730153467,0.780378127,0.808762181,0.815726052,0.046365675,0.054400916,0.071779765,0.064554689,0.084692425,0.426556693,0.408900336,0.503366935,0.512637203,0.689418847,0.573264345,0.08298171,0.055195411,0.24799407,0.098205702,0.09698788,0.30036421,0.130712562,0.157068565,0.165575299,0.153005901,0.207145992,0.201869758,0.039366266,0.056384563,0.062847131,0.068100632,0.075654553,0.078362456,0.88322308,0.920475377,0.940812151,1.598024798,1.676381692,1.723623631,0.323814743,0.398764448,0.436192049,0.43154598,0.035429654,0.042697643,0.048522715,0.049399652,0.067405913,0.094890133,0.118342158,0.131245833,0.037968282,0.162045871,0.231676156,0.290336741,0.324919665,0.349078479,0.111498426,0.175673888,0.197715131,0.219962487,0.28274559,,
615,0.126357235,0.195870806,0.262385647,0.303643604,0.386287076,0.45912049,0.486757502,0.499493371,0.502731492,0.192443051,0.301259167,0.408206886,0.464739839,0.597408663,0.725089733,0.774841599,0.803299122,0.810455091,0.045937358,0.053591696,0.070731708,0.063425909,0.08363429,0.430339833,0.40555401,0.501376163,0.508571509,0.695247557,0.568954675,0.088200839,0.064760983,0.246050378,0.110605439,0.112341403,0.298112624,0.129507599,0.15454308,0.162758729,0.147727673,0.198044983,0.198759575,0.038975754,0.055856405,0.062269047,0.067480792,0.074999716,0.077686583,0.876871058,0.9140477,0.93437711,1.587413784,1.665576762,1.712595916,0.320151701,0.39389905,0.416164681,0.428177856,0.034973401,0.042093282,0.046204303,0.048898445,0.066763487,0.093983258,0.116927583,0.130047462,0.025242657,0.160674261,0.229688516,0.288894703,0.322275361,0.34629881,0.110485237,0.172137912,0.195805826,0.218061473,0.27592676,,
616,0.125122635,0.194041468,0.26005689,0.301041103,0.383220019,0.455814999,0.483468808,0.496289429,0.499636101,0.190640157,0.298556484,0.404721151,0.460910565,0.592843542,0.720059586,0.767973849,0.796530402,0.804046246,0.045515108,0.052935339,0.06980325,0.062860921,0.082618531,0.432845706,0.402232343,0.498704884,0.504535857,0.699042806,0.56467389,0.093703964,0.074427409,0.244121948,0.123037664,0.127844709,0.295879318,0.126485973,0.152261469,0.156021053,0.143587387,0.189774122,0.195593765,0.038592102,0.055334905,0.061696063,0.066868874,0.074358409,0.077021013,0.870603212,0.9076901,0.928088282,1.576630055,1.654593612,1.70142828,0.317303759,0.389400075,0.397299063,0.424842498,0.03460713,0.041530321,0.04402033,0.048404533,0.066126391,0.093083983,0.115491093,0.128858068,0.012200876,0.159312072,0.22771524,0.287371398,0.319649123,0.343537805,0.109479659,0.168547055,0.19388039,0.216173867,0.268908826,,
617,0.123894488,0.192221128,0.25773956,0.298450627,0.380168171,0.452524005,0.480193725,0.493099926,0.496554343,0.188845397,0.295867163,0.401251534,0.457098514,0.588298254,0.715061436,0.760957813,0.789610515,0.79745036,0.045098862,0.052435036,0.068904575,0.06293646,0.081777687,0.434120707,0.398935192,0.495398515,0.500530075,0.700877357,0.560422463,0.099434288,0.084143212,0.242208662,0.135427255,0.143390802,0.293662888,0.123790121,0.150217128,0.14988039,0.140522234,0.182524334,0.192480494,0.038224397,0.054819902,0.061135661,0.066276727,0.073738691,0.076395414,0.864409307,0.901383396,0.921889671,1.565770303,1.643530263,1.690244799,0.315211327,0.385319047,0.379860373,0.42154017,0.034324569,0.041014164,0.041999539,0.047917831,0.065494967,0.092192257,0.114032795,0.12767786,-0.001156887,0.15795891,0.225755897,0.285768066,0.317040917,0.34079584,0.108481399,0.164906712,0.191939512,0.214299619,0.261713798,,
618,0.122672236,0.190410104,0.255433597,0.295872555,0.377129893,0.449248041,0.476934034,0.489924301,0.493487488,0.187059754,0.293189868,0.397797449,0.453304161,0.583773313,0.71009587,0.754444718,0.783188656,0.791324711,0.044688085,0.052112879,0.068108036,0.063731466,0.081138756,0.434210631,0.395662343,0.491503979,0.496555105,0.700823681,0.556199616,0.105334433,0.093859236,0.240309258,0.147699645,0.158869798,0.291462295,0.121473851,0.148402076,0.144901058,0.138467277,0.176282063,0.189846748,0.037866769,0.054320478,0.060594709,0.065710977,0.073124195,0.075760915,0.857939471,0.894810542,0.915261423,1.555471066,1.632902395,1.679801422,0.313790103,0.381689906,0.364038403,0.418270681,0.034116238,0.040547839,0.040161609,0.04743809,0.064868972,0.09130801,0.112554164,0.126507062,-0.014831563,0.156615662,0.223810383,0.284084721,0.314450613,0.338071833,0.107490638,0.161220979,0.189984235,0.212438624,0.254362331,,
619,0.121456653,0.188607663,0.253138627,0.293306417,0.374105727,0.445986459,0.473689085,0.486763066,0.490434176,0.185282496,0.290525034,0.394358894,0.449526317,0.579267381,0.705162737,0.750715311,0.779541056,0.787882423,0.044283559,0.051981033,0.067473048,0.06532776,0.080728067,0.433161871,0.392413691,0.487064102,0.492609575,0.698956196,0.552005778,0.111348664,0.103524387,0.238424021,0.159781328,0.174175165,0.289278301,0.119510008,0.146809574,0.141030304,0.137357685,0.171033535,0.187661524,0.037501605,0.053827222,0.060058011,0.065149185,0.072505317,0.075134191,0.851423459,0.888201049,0.908499417,1.545393908,1.62259726,1.669520067,0.312928931,0.378527241,0.350171648,0.415034288,0.033970051,0.040132853,0.038548943,0.046965413,0.064248366,0.090430736,0.111055518,0.125345027,-0.028825764,0.155281039,0.221879389,0.282322574,0.311877634,0.335366665,0.106507103,0.157494693,0.18801522,0.210590807,0.246874396,,
620,0.120246954,0.18681415,0.250854167,0.29075262,0.371095601,0.442739292,0.470458195,0.483616213,0.487393729,0.183513629,0.287872171,0.390936309,0.445766709,0.574781779,0.700262572,0.74693577,0.775830995,0.78436479,0.043884902,0.052052457,0.067021578,0.0678086,0.080573894,0.431019977,0.389188045,0.482123061,0.488694463,0.695344989,0.547840176,0.117420228,0.1130901,0.236552093,0.171598083,0.189200253,0.287109967,0.117872861,0.145431523,0.138213998,0.137127247,0.166767213,0.185901869,0.037140077,0.05333795,0.059524435,0.064585888,0.071888831,0.074506944,0.845572921,0.882304395,0.902327158,1.53467605,1.611565761,1.658552754,0.312799684,0.375827823,0.339590472,0.411831691,0.033907048,0.039768831,0.037338404,0.04649978,0.063633112,0.089561311,0.109538534,0.124293362,0.051698999,0.153955905,0.219962034,0.280481677,0.309323232,0.332679701,0.105530992,0.15373224,0.186032411,0.208756092,0.239269803,,
621,0.119217437,0.185283375,0.248901844,0.288565105,0.368510981,0.439940403,0.467668218,0.480894412,0.484762798,0.182007,0.285609366,0.388009744,0.442547422,0.570930452,0.695393801,0.743104191,0.772059136,0.780772455,0.043492051,0.052340139,0.066776525,0.071260462,0.080704569,0.427828992,0.385986252,0.476724362,0.484809015,0.690062838,0.543702623,0.123493786,0.122507558,0.234693403,0.183079178,0.203840242,0.284956334,0.116534389,0.144261104,0.136395021,0.137709085,0.163474445,0.184543414,0.036782891,0.052852529,0.058994501,0.064021732,0.071275895,0.073879868,0.839840361,0.876541291,0.896435987,1.523886074,1.600573502,1.647620772,0.312920092,0.373679286,0.330566936,0.408662365,0.033872638,0.039466436,0.036296403,0.046040408,0.063023359,0.088699193,0.108003794,0.123266187,0.052524793,0.152639888,0.218058612,0.278563685,0.306785991,0.330010874,0.104562258,0.149937885,0.184036816,0.20693474,0.231567426,,
622,0.118380964,0.184033378,0.24730007,0.286757776,0.366360765,0.43758403,0.465302818,0.478572473,0.482507189,0.18078297,0.283762556,0.38560969,0.439891649,0.567728573,0.690244475,0.739224267,0.768226009,0.777106103,0.043105473,0.052858403,0.066761235,0.07577228,0.081149204,0.423633633,0.382807701,0.470910056,0.480952412,0.683179038,0.539594194,0.129513591,0.131727477,0.23284708,0.194152678,0.217992017,0.282817267,0.115465852,0.143289808,0.135515961,0.13903543,0.161147422,0.183562855,0.036430022,0.052370946,0.05846748,0.063459084,0.070672064,0.07326309,0.83363091,0.870047372,0.89029932,1.514019421,1.590527879,1.63740046,0.313061771,0.371960202,0.323022781,0.405526928,0.033841902,0.039211179,0.03541424,0.04558789,0.062418866,0.087869529,0.106451846,0.122256009,0.054494845,0.151332957,0.216168698,0.276568589,0.30426665,0.327359589,0.103600576,0.146116352,0.182029376,0.205126335,0.22378631,,
623,0.11738014,0.182530015,0.245359401,0.284549061,0.363699928,0.434617407,0.462282537,0.475569335,0.479554966,0.179316799,0.28154116,0.382702637,0.436645834,0.563767484,0.685544014,0.735294189,0.764332191,0.773367157,0.04272573,0.053622328,0.066999331,0.080151243,0.081937357,0.418476927,0.379652191,0.46472144,0.477124485,0.674763993,0.535514081,0.135425233,0.140703065,0.231013445,0.204750448,0.231554469,0.280692287,0.114637599,0.142510453,0.135518386,0.141037469,0.159781589,0.182935825,0.036077198,0.051893861,0.057948588,0.062909346,0.070071821,0.072656395,0.827228536,0.863556546,0.883805173,1.504345789,1.580681242,1.627415272,0.313007761,0.370581601,0.316817399,0.402424081,0.033791335,0.03899326,0.034676134,0.045141368,0.061819797,0.087104788,0.104884278,0.121263221,0.057618739,0.150035354,0.214292922,0.274497238,0.301764694,0.32472718,0.102645902,0.142270736,0.180010417,0.203330776,0.215944292,,
624,0.116393489,0.18104711,0.243443689,0.282367213,0.361067759,0.43167646,0.459285073,0.472585453,0.476620322,0.177872182,0.279350005,0.379831776,0.433437149,0.559845888,0.680912229,0.73131596,0.760377462,0.769556296,0.042354909,0.05464718,0.067515754,0.079495406,0.083099318,0.412402434,0.376519123,0.458199527,0.473326766,0.664882558,0.531462132,0.141175717,0.149386213,0.229191665,0.214803503,0.244428795,0.278581294,0.114019831,0.14192006,0.13634069,0.144798836,0.159373753,0.182637606,0.035713687,0.051402557,0.057404879,0.062333171,0.069458053,0.072029935,0.820871586,0.857097984,0.877417515,1.494014907,1.570114545,1.616729334,0.312518594,0.369462605,0.311747409,0.399355637,0.033695845,0.038804184,0.034060034,0.044701388,0.0612277,0.086352376,0.103460894,0.12028712,0.061906475,0.14874669,0.212430835,0.272350447,0.299280028,0.322112088,0.101698708,0.138405833,0.177980495,0.201549043,0.208058658,,
625,0.115420505,0.179584017,0.241551152,0.280210089,0.358462965,0.428763003,0.456313967,0.469625789,0.47370755,0.17644627,0.277186467,0.376995119,0.430265552,0.555967254,0.67634661,0.727288599,0.756363994,0.765673257,0.041986281,0.055949339,0.068334806,0.078842893,0.083968464,0.405450919,0.373408335,0.451383012,0.469557304,0.653602291,0.527438193,0.146710967,0.157732265,0.227381301,0.224246133,0.256518169,0.276482953,0.113581369,0.141577688,0.137922569,0.148074454,0.159925317,0.182644561,0.035371805,0.050935849,0.05689835,0.0617911,0.068874196,0.071441128,0.815243545,0.851367539,0.871512512,1.483637685,1.559610938,1.605986378,0.311336244,0.3685049,0.307545827,0.396320772,0.033527557,0.038633346,0.033536747,0.044267293,0.060718341,0.085612895,0.102479015,0.119327563,0.067367951,0.147466956,0.210581992,0.270129461,0.296812937,0.319514254,0.100758704,0.134525096,0.175940537,0.199779638,0.200147414,,
626,0.11446034,0.178139505,0.239682261,0.278079392,0.355887329,0.425880542,0.453371736,0.466694027,0.470821396,0.175038959,0.275050563,0.374193578,0.427131106,0.55213005,0.671850461,0.723287571,0.752360426,0.761778498,0.041620308,0.057028654,0.069482066,0.078193488,0.083291462,0.39766289,0.370320161,0.444311813,0.465816499,0.64098717,0.52344268,0.151979522,0.165695742,0.225582678,0.233014424,0.267729479,0.274397579,0.11341606,0.141387044,0.140437047,0.151753522,0.161327942,0.182931648,0.035038342,0.050480723,0.056403997,0.061264895,0.068305427,0.070869399,0.809715358,0.845746654,0.86586999,1.474025595,1.549877404,1.59576456,0.309180865,0.367595802,0.303884148,0.393319175,0.033256723,0.038468957,0.033070377,0.043839143,0.060218307,0.084885738,0.101532221,0.118384409,0.074013834,0.14619668,0.208746628,0.267834294,0.294362912,0.316934505,0.099825554,0.130632451,0.173890455,0.198023182,0.192226209,,
627,0.113513191,0.17671376,0.237836755,0.275974138,0.353341108,0.423027204,0.450458273,0.463789361,0.467961642,0.17365046,0.272941187,0.371425903,0.424033549,0.548335963,0.667422532,0.71924881,0.748309839,0.757823109,0.041256654,0.057782294,0.069411684,0.077547606,0.0826176,0.389077878,0.367254011,0.437024134,0.462104216,0.62710007,0.519474795,0.156931053,0.173232728,0.223794195,0.241045224,0.277971556,0.272324285,0.113345324,0.141340892,0.143554636,0.155762037,0.163568707,0.183466212,0.034714594,0.050033454,0.055913497,0.060745883,0.067754977,0.070291584,0.803769618,0.839695838,0.859751568,1.464224402,1.539896646,1.585948582,0.305754872,0.366607827,0.300371031,0.390351079,0.032851927,0.038297428,0.032618889,0.043416598,0.059727306,0.084170584,0.100621288,0.117457501,0.081855021,0.144935206,0.206924714,0.265465335,0.29192986,0.314372681,0.098899742,0.126731114,0.171831483,0.196279621,0.184311824,,
628,0.112578695,0.175306588,0.236013738,0.273894111,0.350823149,0.420203913,0.447573333,0.460912274,0.465127515,0.172280578,0.270859006,0.368692377,0.420972547,0.544583374,0.663063136,0.715167555,0.744205645,0.753804564,0.04089549,0.058378833,0.068825185,0.07690503,0.081947765,0.379734586,0.364209229,0.429557325,0.458419618,0.61200032,0.515535589,0.161515416,0.180300423,0.222016592,0.248278534,0.28715731,0.270263045,0.1133309,0.141431181,0.147172695,0.160022305,0.166644245,0.184196207,0.034387303,0.049584014,0.05542104,0.060221027,0.067197009,0.069721844,0.797781547,0.83355821,0.853548362,1.454108004,1.529522521,1.575851397,0.300741675,0.365398864,0.296556302,0.387416713,0.032279607,0.038104232,0.032133802,0.042999607,0.059245274,0.083467314,0.09974849,0.116546152,0.090902902,0.143682751,0.205115785,0.263024241,0.289514527,0.311827829,0.097980438,0.122824839,0.169763492,0.194548827,0.176419917,,
629,0.111656451,0.173917587,0.234213814,0.271839577,0.348334235,0.417409401,0.444716776,0.458061996,0.46231887,0.170928231,0.268803428,0.36599219,0.417947415,0.540872666,0.658771699,0.7110813,0.740091558,0.749775145,0.040536779,0.058826348,0.068241958,0.076265951,0.081281728,0.3696696,0.361186646,0.421948658,0.454763693,0.595748097,0.511623704,0.165684666,0.186858127,0.220249067,0.254655651,0.295201462,0.268212475,0.113340643,0.141649833,0.151221911,0.164457753,0.170552114,0.185096323,0.034055465,0.049128524,0.0549238,0.059689933,0.066627586,0.069136722,0.792058344,0.827706089,0.847657206,1.444376862,1.519539977,1.565977735,0.29597291,0.363811461,0.295369211,0.384515832,0.031727403,0.037872871,0.03193213,0.042587649,0.058772106,0.082776295,0.098913808,0.115650231,0.101169319,0.142439303,0.203320817,0.260510576,0.287115508,0.309300707,0.097068633,0.118916934,0.167688016,0.192831102,0.168566585,,
630,0.110747193,0.172546895,0.232436036,0.269809448,0.345873186,0.414645106,0.441888426,0.455238369,0.459536248,0.169593915,0.26677422,0.363325131,0.414959386,0.537204178,0.654547024,0.706951729,0.735920739,0.745679348,0.040180826,0.059132475,0.067661977,0.075630386,0.080619473,0.358918214,0.358185185,0.414233048,0.451135086,0.578399349,0.507740147,0.169391611,0.192865683,0.2184912,0.260120483,0.302023383,0.266172987,0.113340667,0.141989147,0.15563042,0.168989747,0.175287413,0.186141305,0.03372002,0.0486743,0.054424999,0.059157214,0.066049191,0.068542397,0.786597337,0.822102688,0.842154364,1.435003774,1.509874629,1.556335079,0.298298984,0.361677128,0.317176025,0.381647055,0.031911605,0.037586084,0.034215015,0.042179641,0.058307336,0.082096464,0.098119195,0.114763024,0.107566782,0.141204481,0.201538675,0.257926371,0.28473355,0.306790764,0.096163484,0.115010608,0.16560427,0.191126012,0.160766485,,
631,0.109850243,0.171194366,0.23068098,0.267804829,0.34344075,0.411909178,0.43908811,0.452441841,0.456778165,0.16827816,0.264771598,0.360691482,0.412006674,0.533576384,0.650389423,0.702674823,0.731590369,0.741418706,0.039827149,0.059305554,0.067085445,0.074998522,0.079960758,0.347515803,0.355204206,0.406447302,0.447534779,0.560009039,0.50388357,0.172590701,0.198284005,0.216742556,0.264619322,0.307545735,0.264144537,0.113296918,0.142440261,0.160323781,0.173538837,0.180846991,0.187304836,0.033386298,0.048218846,0.053932387,0.058630828,0.065478596,0.067958409,0.781056879,0.816460553,0.836612979,1.425499382,1.500095507,1.546386017,0.301039135,0.360241719,0.33471814,0.378806229,0.032137318,0.037369234,0.036031265,0.041772618,0.057850905,0.081427985,0.097365608,0.1138894,0.118842902,0.139978824,0.199769617,0.255271172,0.282368585,0.304297905,0.095265469,0.111109314,0.163527468,0.189522119,0.155562576,,
