Distance,CP20/40,CP20/50,CP20/60,CP20/80,CP20/100,CP20/120,CP20/140,CP20/160,CP20/180,CP25/40,CP25/50,CP25/60,CP25/80,CP25/100,CP25/120,CP25/140,CP25/160,CP25/180,FH5.18/60,FH5.18/90,FH5.18/120,FH5.18/150,FH5.18/180,TP25/80,TP25/100,TP25/120,TP25/140,TP25/160,TP25/180,TP20/80,TP20/100,TP20/120,TP20/140,TP20/160,TP20/180,TP15/80,TP15/100,TP15/120,TP15/140,TP15/160,TP15/180,TP17/80,TP17/100,TP17/120,TP17/140,TP17/160,TP17/180,SP6548,SP6554,SP6560,SP6648,SP6654,SP6660,RV2.25/120,RV2.25/150,RV2.25/170,RV2.25/180,RH2.21/120,RH2.21/150,RH2.21/170,RH2.21/180,FH8.20/60,FH8.20/90,FH8.20/120,FH8.20/150,FH8.20/180,FH8.23/60,FH8.23/90,FH8.23/120,FH8.23/150,FH8.23/180,FH8.21/60,FH8.21/90,FH8.21/120,FH8.21/150,FH8.21/180,,
714,0.055593314,0.088547327,0.122164595,0.143740429,0.190755031,0.238142477,0.260216005,0.273431257,0.280234697,0.087591023,0.140688898,0.195903248,0.22674224,0.303192004,0.385841043,0.425272267,0.450720967,0.464685581,0.01935602,0.020724362,0.032981238,0.037596533,0.040669852,0.150009075,0.185930181,0.214567547,0.237539032,0.258427,0.263163269,0.062562691,0.097062581,0.11141742,0.123232363,0.132729276,0.129830964,0.052658529,0.064185086,0.075411382,0.079429571,0.086699582,0.102171866,0.015653161,0.023484144,0.026700554,0.029450532,0.033623631,0.035200365,0.436786426,0.463781822,0.481212993,0.828842796,0.885722822,0.924656976,0.102090956,0.160014686,0.199972838,0.194588628,0.009895379,0.014355852,0.018183893,0.017946593,0.029472082,0.040867714,0.045092522,0.051307964,0.064809339,0.070330849,0.100697498,0.125186113,0.145341773,0.163064576,0.048706819,0.061827597,0.075899317,-0.028069652,0.107627895,,
715,0.055207706,0.087947463,0.121358281,0.142800899,0.189556499,0.236716541,0.258706317,0.271884299,0.278681029,0.087009382,0.139776315,0.194662683,0.225320942,0.301363428,0.383866629,0.422943746,0.448298847,0.462231353,0.019216378,0.020047892,0.03273404,0.037319414,0.040375031,0.1482123,0.184526744,0.206776841,0.229161882,0.256546961,0.254053396,0.06241656,0.096270682,0.11057836,0.124562266,0.131748601,0.128629617,0.053419026,0.065164903,0.075998513,0.080091207,0.087240951,0.1046088,0.015521483,0.023295083,0.026491895,0.029224987,0.033376062,0.034943328,0.433882883,0.46079571,0.478131234,0.82362916,0.880327072,0.919134039,0.103235466,0.152496234,0.198366038,0.196179207,0.01000001,0.013663151,0.018012438,0.018057981,0.029260834,0.04056557,0.044459877,0.05055165,0.064339667,0.069420155,0.099460773,0.119795734,0.143870453,0.161907602,0.04834157,0.061263304,0.074701955,-0.025767658,0.106917363,,
716,0.054720974,0.087193014,0.12034183,0.141611726,0.188033245,0.234898538,0.25677134,0.269895174,0.276672961,0.086273537,0.138621572,0.193091483,0.223517341,0.299035957,0.381296875,0.420050874,0.445320582,0.459252412,0.01907831,0.019425003,0.032488813,0.037044596,0.040082963,0.146445836,0.183139037,0.199583179,0.221536669,0.254686846,0.245754737,0.062467458,0.0954905,0.109751337,0.125801824,0.130781348,0.127545576,0.054385202,0.066405778,0.076793649,0.081040293,0.088050666,0.107241485,0.015387067,0.023102756,0.026279701,0.028994638,0.033123399,0.034678506,0.430935375,0.457757731,0.474913593,0.818352527,0.874863519,0.913348147,0.105263543,0.144048616,0.196758788,0.196828363,0.010191088,0.012888769,0.017841743,0.018083284,0.029052787,0.040268299,0.043853975,0.049825177,0.063873574,0.068569999,0.098260322,0.114666751,0.142491761,0.160758216,0.047987623,0.060780835,0.073545752,-0.02332381,0.106214825,,
717,0.054215218,0.086410164,0.119287947,0.140379714,0.18645538,0.233019251,0.254773444,0.267845648,0.274604303,0.085509022,0.137420885,0.19145929,0.221645866,0.296624869,0.378331815,0.417144805,0.442329843,0.456262408,0.018941917,0.018853369,0.032245539,0.036772246,0.039793313,0.144716896,0.181765885,0.192961773,0.214630962,0.252846476,0.238233644,0.062714286,0.094721666,0.108936791,0.126946961,0.12987495,0.126573953,0.054427033,0.066476785,0.076629318,0.082293916,0.089145901,0.107548789,0.01525293,0.022912041,0.026067798,0.028764536,0.032871389,0.034414712,0.427933733,0.454656399,0.471939978,0.813058873,0.869368921,0.907924747,0.109219649,0.134607211,0.195151532,0.196491204,0.010561867,0.012027039,0.017672119,0.018018357,0.028848057,0.039975548,0.043275272,0.049129437,0.063410421,0.067793484,0.097112876,0.109827705,0.141260382,0.159615713,0.047645487,0.060375319,0.072433232,-0.020746565,0.10552021,,
718,0.053735188,0.085667194,0.118286885,0.139208333,0.184953394,0.231227832,0.252866506,0.265887166,0.272627745,0.084782736,0.136280592,0.1899082,0.219866035,0.294328433,0.375413429,0.414259153,0.439360286,0.453293909,0.018806949,0.018331128,0.032004055,0.036502179,0.039506202,0.142378282,0.180525414,0.186891193,0.208413179,0.25120021,0.231454678,0.063156373,0.093964077,0.108134381,0.127993752,0.128984605,0.125711223,0.053993353,0.065945406,0.076016994,0.083870363,0.090543649,0.107757852,0.015119166,0.022722328,0.025855566,0.028534492,0.032619562,0.034151562,0.425133595,0.451774163,0.468965859,0.808053438,0.864181386,0.902585975,0.114814469,0.124107222,0.193543252,0.195125019,0.011077716,0.011072177,0.017503046,0.017859605,0.028646343,0.03968725,0.042724595,0.04846553,0.062950383,0.067049954,0.096034403,0.105403283,0.14019218,0.158479696,0.047306823,0.060041783,0.071524754,-0.018044048,0.104833449,,
719,0.0533572,0.085081302,0.117491418,0.138267663,0.18373097,0.229747667,0.25127363,0.264235185,0.270946825,0.084211216,0.135378264,0.188670545,0.218435079,0.292461612,0.372548051,0.411371048,0.436389317,0.45032416,0.018673627,0.017856587,0.031764341,0.036234371,0.039221469,0.140250713,0.179297826,0.181348752,0.202851758,0.249570635,0.225387183,0.063792251,0.093217681,0.107343984,0.128938309,0.128099688,0.124951899,0.053562763,0.065417944,0.075410504,0.083457126,0.090079963,0.10786964,0.014985866,0.02253144,0.025641722,0.028307412,0.032365799,0.033897639,0.422319434,0.448867689,0.465958787,0.80302606,0.858956259,0.897203909,0.119690222,0.112482604,0.191933693,0.192687785,0.01152416,0.010018369,0.017334827,0.017603409,0.028441248,0.039393494,0.042445095,0.048131646,0.062490453,0.066389409,0.095028238,0.101280022,0.139304053,0.157350842,0.04697143,0.059776167,0.07090522,-0.015224773,0.104154488,,
720,0.052980398,0.08449774,0.1166999,0.137333485,0.182520256,0.228284101,0.249702985,0.262609738,0.269294559,0.083641467,0.134478742,0.187439347,0.217013871,0.290610104,0.36973474,0.408473352,0.433408317,0.447345765,0.018541704,0.017427572,0.031526557,0.035968956,0.038939412,0.138345444,0.17807896,0.176312649,0.197916182,0.247952416,0.219998555,0.06462061,0.092482879,0.106566362,0.129776658,0.127220517,0.124292449,0.05313562,0.064895036,0.074809129,0.082818016,0.089405703,0.107886241,0.014862239,0.022351259,0.025439828,0.028093436,0.032129603,0.033655189,0.419417147,0.445859733,0.462902451,0.797840259,0.853550815,0.891714264,0.123847034,0.099665933,0.190324019,0.189136855,0.011901655,0.008859878,0.017167273,0.017246166,0.028233987,0.039096671,0.042350259,0.048021023,0.062031509,0.065830201,0.094058205,0.097485406,0.138611792,0.156228434,0.046639097,0.059572949,0.07039143,-0.012297651,0.103483226,,
721,0.052604796,0.083916011,0.115912319,0.136405146,0.18132004,0.226838269,0.248153595,0.261009211,0.267671761,0.083073221,0.133582641,0.186213848,0.215601567,0.28877485,0.367149544,0.405565617,0.430418105,0.44435887,0.018411288,0.017042861,0.031290512,0.035705781,0.038659692,0.136651003,0.176869895,0.171762859,0.19357706,0.246345932,0.215257257,0.065639149,0.09175882,0.105800828,0.130505122,0.126347334,0.123726491,0.052711888,0.064376011,0.074212806,0.082183707,0.088735888,0.107809689,0.014737168,0.022171334,0.025240746,0.027876358,0.03189114,0.033408327,0.416500435,0.44283565,0.459822208,0.792618007,0.848121516,0.886200086,0.127285513,0.089511676,0.187681856,0.184432357,0.012210206,0.007838825,0.016907779,0.016784414,0.02802855,0.038802475,0.042286213,0.047945989,0.061575024,0.065383388,0.09318937,0.094044043,0.138129021,0.155113101,0.046310363,0.059427736,0.069976688,-0.009271475,0.102819368,,
722,0.052230568,0.083336386,0.115128097,0.135483238,0.180130304,0.225408842,0.246626148,0.259434358,0.266077777,0.082506513,0.132689958,0.184994742,0.214199317,0.286955232,0.3648431,0.402648603,0.427418777,0.44136298,0.018282134,0.016700223,0.031056364,0.035444822,0.038382451,0.135156047,0.175669431,0.16767741,0.189804692,0.244750658,0.211133306,0.066845739,0.09104594,0.105056459,0.13112026,0.12547982,0.123249938,0.05229138,0.063861263,0.073621743,0.081554856,0.088071273,0.107641257,0.014611783,0.021991563,0.025041819,0.027659015,0.031650941,0.033160181,0.413724986,0.439972593,0.457004618,0.787706006,0.843019269,0.881042247,0.130007305,0.089968417,0.183062555,0.178533004,0.012449935,0.007850998,0.016467552,0.016214631,0.027825211,0.038511057,0.042250946,0.047903553,0.061121636,0.065058568,0.092435006,0.09098044,0.137869466,0.154003815,0.045984438,0.059335982,0.06965586,-0.00615491,0.102163366,,
723,0.051857541,0.082758597,0.114347791,0.134567728,0.178951328,0.223996531,0.2451201,0.257885529,0.26451237,0.081941553,0.131800707,0.183781687,0.212805488,0.285151629,0.362553243,0.399722419,0.424410466,0.438358794,0.018154337,0.016397982,0.030823956,0.035186047,0.038107341,0.133850441,0.174478275,0.164037166,0.186571185,0.243165643,0.207596287,0.068069021,0.090344395,0.104318165,0.131618037,0.124617928,0.122856161,0.051874041,0.063350336,0.073035879,0.0809307,0.087411036,0.107383019,0.014486322,0.021812678,0.024844714,0.027441626,0.031410642,0.032911049,0.411086625,0.43723772,0.454243517,0.782964144,0.838093668,0.876006615,0.132015074,0.091057133,0.179597404,0.171398992,0.01262154,0.007920456,0.016125239,0.015533494,0.027623527,0.038222232,0.042241902,0.047892148,0.06067067,0.064865406,0.091806873,0.088317367,0.137845159,0.152900866,0.045661693,0.059292993,0.069423617,-0.002957484,0.101513792,,
724,0.051485534,0.082183131,0.113571405,0.133658277,0.177783048,0.222600805,0.243635283,0.25636112,0.262975885,0.081378374,0.130914541,0.182574617,0.211421225,0.283363509,0.360278806,0.396787202,0.421392715,0.435346457,0.018027785,0.016134489,0.030593403,0.03492946,0.037834835,0.132723176,0.173295624,0.16082221,0.183847843,0.241592161,0.204615806,0.069149915,0.089653855,0.10358481,0.131995499,0.123761934,0.122758093,0.051460256,0.062843622,0.072454983,0.080311717,0.086755681,0.107036749,0.014357718,0.021629032,0.024638882,0.027215581,0.031163845,0.03264892,0.408298206,0.434341278,0.451274162,0.777954588,0.832878958,0.870620586,0.133312026,0.092789101,0.177238543,0.162989233,0.012725023,0.008048358,0.015876579,0.014737254,0.02742377,0.037935973,0.042257477,0.047908846,0.060222562,0.064812802,0.091315581,0.086075529,0.138067914,0.151831511,0.045341897,0.059294548,0.069274237,0.000311924,0.100872251,,
725,0.051117513,0.081614007,0.112804271,0.132761514,0.176633759,0.221231741,0.242182239,0.254872288,0.261477518,0.080820765,0.130038064,0.181381622,0.210055778,0.281603056,0.358020832,0.39384986,0.418374315,0.432332792,0.017902573,0.015908122,0.030364559,0.034675187,0.037564599,0.131763737,0.172122502,0.158012932,0.181606419,0.240029238,0.202163733,0.070175579,0.088973589,0.102855803,0.132249159,0.122911505,0.124025925,0.051049611,0.062340667,0.071879219,0.079697609,0.086105164,0.106603721,0.014228603,0.02144817,0.024436429,0.026991905,0.030917502,0.032397032,0.405508731,0.431448525,0.448333977,0.772941533,0.827665926,0.865292456,0.133902197,0.095181099,0.17593332,0.153263069,0.012761108,0.008236023,0.015716856,0.013822478,0.02722592,0.037652441,0.042295371,0.04795191,0.059777075,0.064909083,0.090972385,0.084275599,0.137662199,0.150787399,0.045025231,0.059335605,0.069201763,0.003643844,0.100237288,,
726,0.050758109,0.081057532,0.112054954,0.131887579,0.175515134,0.219902544,0.240773529,0.253432164,0.260030575,0.080275224,0.129181138,0.180216382,0.208724049,0.279888442,0.35581156,0.390931791,0.415372561,0.429333766,0.017778466,0.015717279,0.03013756,0.034422763,0.037296607,0.1309617,0.170957043,0.1555897,0.179820296,0.238477275,0.200210529,0.071143723,0.088304015,0.102131687,0.132375975,0.122066292,0.125215525,0.050642277,0.061842096,0.071308554,0.079088346,0.085459458,0.106085958,0.014107613,0.021274442,0.024243609,0.02678424,0.030684188,0.032157976,0.402711862,0.428547064,0.445431366,0.767914058,0.822428746,0.86004404,0.133790351,0.098252671,0.17562451,0.142177008,0.012730232,0.008485119,0.015641039,0.012785528,0.027029683,0.037371267,0.042353279,0.048018853,0.059333765,0.065161781,0.090786791,0.08293589,0.136693571,0.149748927,0.044711116,0.059412478,0.069201558,0.007029484,0.099609133,,
727,0.050401505,0.080505763,0.111313133,0.131023323,0.174411781,0.21859381,0.239391445,0.252021508,0.258615419,0.079734275,0.128331556,0.179062162,0.207406507,0.278195081,0.353642273,0.388002568,0.412360798,0.426324686,0.017655684,0.015560134,0.029912241,0.034172616,0.037031001,0.130306467,0.169800652,0.153535142,0.178462382,0.236935332,0.198727866,0.072051424,0.087645053,0.101411877,0.132372706,0.121227192,0.126322777,0.050237845,0.061347429,0.070742718,0.078483899,0.084818275,0.105485505,0.013990299,0.021103924,0.024053331,0.026579892,0.030459123,0.031922092,0.400023758,0.425772979,0.4426067,0.763082385,0.817407567,0.854911776,0.132980773,0.102027701,0.176250257,0.13939934,0.012632939,0.008797617,0.015643668,0.01249924,0.026835186,0.037092775,0.042429308,0.048107614,0.058893484,0.065577474,0.090767693,0.08209054,0.13573059,0.148716089,0.044400259,0.059520245,0.069268286,0.010458736,0.098988014,,
728,0.050046216,0.079955952,0.110574379,0.13016495,0.173317538,0.217300307,0.238028032,0.250633362,0.257226548,0.079194556,0.127484864,0.177913163,0.206097824,0.276516457,0.35148709,0.385654001,0.409967047,0.423968419,0.017533871,0.015435127,0.029688735,0.033924597,0.036767449,0.129788225,0.168652899,0.151829751,0.177505038,0.235404644,0.197688267,0.072897237,0.086996354,0.100696622,0.132236797,0.120393236,0.127343917,0.049836673,0.060856668,0.070181695,0.077884241,0.084181835,0.104803829,0.013873369,0.020933328,0.023862679,0.026376272,0.030234012,0.031686637,0.397409611,0.423074654,0.439816073,0.758384362,0.812539872,0.849829436,0.131478228,0.106533507,0.177743586,0.140628871,0.012469869,0.009175996,0.015718892,0.012576005,0.026642571,0.036816611,0.042521571,0.048216129,0.058455164,0.065224184,0.090923886,0.083505357,0.134772975,0.147688863,0.044091711,0.059654895,0.06939595,0.013922693,0.09837358,,
729,0.049692049,0.079408099,0.109839255,0.129312129,0.172233088,0.216022787,0.236684496,0.249268486,0.255864273,0.078656508,0.12664136,0.176770089,0.204797179,0.274852436,0.349347741,0.383466144,0.407746563,0.421795453,0.017413135,0.015340841,0.029466889,0.033678671,0.036506101,0.129396642,0.167513016,0.150455893,0.176923024,0.23388342,0.197062668,0.073678587,0.086357874,0.099985648,0.131964623,0.119564435,0.128275059,0.04943894,0.060369573,0.069625647,0.077289326,0.083549882,0.10404244,0.013756639,0.020762804,0.023672637,0.026173297,0.030009022,0.031451328,0.394749041,0.420312938,0.436965694,0.753613626,0.807546909,0.844659163,0.129288044,0.111803107,0.180032754,0.142170697,0.012241326,0.0096231,0.015860447,0.012681808,0.026451522,0.036542924,0.042628043,0.048341778,0.058019212,0.064755152,0.091068548,0.084862448,0.133820331,0.146667517,0.043786027,0.059812229,0.069579567,0.017411667,0.097766058,,
730,0.049338837,0.078862201,0.109107457,0.128464815,0.171158689,0.214759915,0.235359827,0.247927189,0.254527473,0.078120362,0.125800761,0.17563256,0.203505289,0.273202069,0.347222574,0.381305593,0.405557252,0.419655342,0.017293465,0.015275634,0.029246989,0.033434528,0.036247088,0.129122089,0.16638168,0.149394955,0.17668932,0.232372465,0.196824575,0.074392963,0.08572974,0.09927917,0.131554391,0.118741641,0.129112304,0.049044227,0.059886719,0.069074775,0.076699112,0.082922847,0.103203282,0.013641036,0.020594101,0.023482596,0.025969065,0.029782288,0.031217159,0.392101288,0.417570386,0.434156341,0.748864624,0.802589988,0.839571058,0.126415152,0.117875354,0.183042355,0.144044418,0.011948004,0.010142448,0.016061868,0.012818772,0.026262173,0.036271688,0.042746321,0.048482961,0.057585811,0.064289012,0.090395839,0.086160317,0.132873281,0.145652063,0.043482992,0.059987929,0.06981443,0.0209162,0.097164561,,
731,0.048836762,0.07808829,0.108070567,0.127264241,0.169630474,0.212972384,0.233479436,0.246029464,0.252628916,0.077356067,0.124603992,0.174012852,0.201665519,0.270854019,0.345111528,0.379291471,0.403517742,0.41766282,0.017174739,0.01523786,0.029028576,0.03319261,0.035990252,0.128954796,0.165258466,0.148629299,0.176778366,0.230872152,0.196945093,0.075038886,0.085111907,0.098576375,0.131002411,0.117923911,0.129851947,0.048652529,0.059407673,0.068528156,0.0761136,0.082299989,0.102287794,0.013523877,0.020426136,0.023294769,0.025766132,0.029554781,0.030986843,0.389463184,0.414841021,0.43138559,0.744128206,0.79766163,0.834562778,0.122863446,0.124589313,0.186761241,0.14626917,0.011590329,0.010724155,0.016323126,0.012988302,0.026074521,0.036002735,0.042874785,0.048637292,0.057154564,0.063825734,0.08972753,0.087399827,0.131931802,0.144642107,0.043182581,0.060177707,0.070094732,0.024426582,0.096569622,,
732,0.0483157,0.077283468,0.106992483,0.126016936,0.168047795,0.211118575,0.231533613,0.244063027,0.250668426,0.076563138,0.123362064,0.172332142,0.199757678,0.268419892,0.343015572,0.377308825,0.40151265,0.415707883,0.017057072,0.015226034,0.028811926,0.032952759,0.03573539,0.128884733,0.164142974,0.148141126,0.177164849,0.229381133,0.19739949,0.075614451,0.084504047,0.097878322,0.13030705,0.117111518,0.130490617,0.048264186,0.058932615,0.067986636,0.07553295,0.081682238,0.101297934,0.013409045,0.020262025,0.023111277,0.02556728,0.02933623,0.030761709,0.386803125,0.412104257,0.42859672,0.739368041,0.792702095,0.829520914,0.120618906,0.131514919,0.191175737,0.148867155,0.011362636,0.011317786,0.016644448,0.013192481,0.025888398,0.035736043,0.043011468,0.048802823,0.056725449,0.063365305,0.08906385,0.088579821,0.130995555,0.143638321,0.042884605,0.060377741,0.070415886,0.027933855,0.095980864,,
733,0.047797101,0.076482358,0.105919992,0.124776793,0.166475382,0.209278158,0.229605069,0.242114951,0.248727333,0.075773803,0.122126488,0.170661035,0.197861207,0.266001599,0.340924592,0.375355799,0.399542297,0.413790268,0.016940225,0.015238673,0.028597181,0.03271479,0.035482841,0.128902632,0.163035873,0.147913543,0.177822497,0.227899809,0.198159339,0.076117095,0.083906303,0.097184184,0.129465089,0.116304452,0.131025076,0.047878634,0.058461115,0.067449515,0.074956469,0.081068614,0.100235058,0.013295782,0.020100337,0.022930077,0.025369161,0.029119331,0.030538869,0.384254726,0.409465696,0.425949472,0.734755717,0.787937513,0.824706324,0.118981054,0.139158927,0.195986551,0.151862258,0.011195887,0.011975348,0.016997002,0.013433401,0.025703954,0.035471597,0.043154429,0.048977416,0.056298456,0.062907724,0.088404252,0.089700055,0.130064828,0.142639981,0.042589039,0.060583882,0.070772618,0.031427858,0.095398296,,
734,0.04728133,0.075684929,0.104852796,0.123543476,0.164913553,0.207451512,0.227692855,0.24018474,0.246806488,0.074988306,0.120896684,0.168998472,0.195976027,0.263599085,0.33794191,0.373433312,0.397606521,0.411910393,0.016824305,0.01527418,0.028383894,0.032478711,0.03523208,0.128998685,0.161936389,0.147929057,0.178726826,0.226428925,0.199197761,0.076545318,0.083318367,0.096494194,0.128474488,0.115502652,0.131451821,0.047496201,0.057993555,0.066917214,0.074385024,0.080459546,0.099100804,0.013183751,0.019939719,0.022750834,0.025171263,0.028902861,0.030320348,0.3817281,0.406846708,0.423316282,0.730192787,0.783199861,0.819914158,0.11723573,0.147538479,0.201097664,0.155280259,0.01101995,0.012697833,0.017372714,0.013713481,0.02552116,0.035209383,0.04330156,0.049159364,0.055873579,0.062452962,0.087748747,0.090760042,0.129139576,0.141647757,0.04229586,0.06079221,0.071160454,0.034899956,0.09482208,,
